id_original
2
4
5
8
9
15
16
19
20
22
23
25
30
36
40
41
45
49
52
57
59
61
62
68
73
74
75
76
77
80
81
90
92
95
96
100
101
106
111
112
113
115
117
119
120
125
128
129
130
134
135
136
137
140
141
142
145
146
147
152
153
155
158
159
163
164
167
169
171
172
173
174
177
179
180
183
184
188
191
194
199
203
204
206
212
213
215
216
217
219
225
226
228
229
234
235
240
241
242
244
247
256
257
258
260
263
264
266
268
269
270
271
272
273
274
275
276
277
278
279
